url,appellation,verbaleDating,processedDating,addressState,addressLocality,addressZip,addressStreet,wikishootme,locationLng,locationLat,ID
https://www.deckenmalerei.eu/fe76071c-7079-4d02-b804-54474f5a545e,"Bamberg, Unterer Kaulberg 3","1595, 1700, 1735",,Bayern,Bamberg,96049,Unterer Kaulberg 3,https://wikishootme.toolforge.org/#lat=49.88972700584554&lng=10.885010497363625&zoom=18,10.885010497363625,49.88972700584554,fe76071c-7079-4d02-b804-54474f5a545e
https://www.deckenmalerei.eu/6015b698-48f1-47f1-a9c0-6bf4cd67d1af,"Frauenried, Filialkirche Mariä Geburt","1. Hälfte 15. Jahrhundert, 1763",,Bayern,Irschenberg,83737,,https://wikishootme.toolforge.org/#lat=47.79941285036846&lng=11.876113404967642&zoom=18,11.876113404967642,47.79941285036846,6015b698-48f1-47f1-a9c0-6bf4cd67d1af
https://www.deckenmalerei.eu/dcddd9be-3f71-4132-8eb9-84ff550af411,"Westenhofen, Filialkirche St. Martin","1734-1737, ",,Bayern,Schliersee,83727,Perfallstraße 40,https://wikishootme.toolforge.org/#lat=47.73697115531815&lng=11.853958116034708&zoom=18,11.853958116034708,47.73697115531815,dcddd9be-3f71-4132-8eb9-84ff550af411
https://www.deckenmalerei.eu/a86d080a-0176-4469-8e76-b93f3868e645,"Augsburg, Domherrenhaus, Hoher Weg 22",,,Bayern,Augsburg,86152,Hoher Weg 22,https://wikishootme.toolforge.org/#lat=48.37288605128223&lng=10.89763285740461&zoom=18,10.89763285740461,48.37288605128223,a86d080a-0176-4469-8e76-b93f3868e645
https://www.deckenmalerei.eu/ca938abd-3906-433b-9bb8-3ace4c623628,"Köln, Haus Peters. gen. Vitalmershof",1653,1653,Nordrhein-Westfalen,Köln,50676,Marienplatz 26,https://wikishootme.toolforge.org/#lat=50.9340729&lng=6.9586424&zoom=18,6.9586424,50.9340729,ca938abd-3906-433b-9bb8-3ace4c623628
https://www.deckenmalerei.eu/7c5adcb4-6e46-45b8-896c-57d637d5ba8b,"Schlehdorf, ehem. Augustiner-Chorherrenstift",18. Jahrhundert,,Bayern,Schlehdorf,82444,Kirchstraße,https://wikishootme.toolforge.org/#lat=47.65785068526767&lng=11.318283644750377&zoom=18,11.318283644750377,47.65785068526767,7c5adcb4-6e46-45b8-896c-57d637d5ba8b
https://www.deckenmalerei.eu/94fadcd5-ca1e-4d47-b78e-b816380af806,"Naundorf (Hof), Altes Schloss",,,Sachsen,Naundorf,04769,Am Dorfplatz 3,https://wikishootme.toolforge.org/#lat=51.2373395373723&lng=13.189467819911444&zoom=18,13.189467819911444,51.2373395373723,94fadcd5-ca1e-4d47-b78e-b816380af806
https://www.deckenmalerei.eu/17e6e203-d001-45d9-af96-54a69ad82960,"Grossberghofen, Kuratiekirche St. Georg","1709, 1740, 1774, 1858",,Bayern,Erdweg,85253,St.-Georgs-Weg 5,https://wikishootme.toolforge.org/#lat=48.32218821089594&lng=11.312811601955929&zoom=18,11.312811601955929,48.32218821089594,17e6e203-d001-45d9-af96-54a69ad82960
https://www.deckenmalerei.eu/d4c1a94f-14c7-4c9d-befc-39837c518aae,"Heilbad Heiligenstadt, Haus des ehem. Reichshofs",,,Thüringen,Heilbad Heiligenstadt,37308,Wilhelmstraße 43,https://wikishootme.toolforge.org/#lat=51.3774801&lng=10.1371148&zoom=18,10.1371148,51.3774801,d4c1a94f-14c7-4c9d-befc-39837c518aae
https://www.deckenmalerei.eu/9b247811-9688-4f88-93d6-9f75a72f07ff,"Regensburg, Minoritenweg 20",1730–1735,,Bayern,Regensburg,93047,Minoritenweg 20,https://wikishootme.toolforge.org/#lat=49.01688289807566&lng=12.104551807226553&zoom=18,12.104551807226553,49.01688289807566,9b247811-9688-4f88-93d6-9f75a72f07ff
